Company,Job,Salary,Location,Year
PHILIPS ELECTRONICS NORTH AMERICA CORPORATION,SCRUM MASTER,140000.0,"FOSTER CITY, CA",2016
BLOOMBERG LP,SCRUM MASTER,215000.0,"NEW YORK, NY",2016
PROWESSOFT INC,SCRUM MASTER  PROJECT MANAGER,65000.0,"DUBLIN, OH",2016
PROWESSOFT INC,SCRUM MASTER  PROJECT MANAGER,65000.0,"MANHATTAN, NY",2016
INNOVATIVE SYSTEMS GROUP INC,SCRUM MASTER AGILE COACH,120000.0,"HOUSTON, TX",2016
ENEXUS GLOBAL INC,SCRUM MASTER AGILE COACH,80000.0,"AUSTIN, TX",2016
SYNAPTEIN SOLUTIONS INC,SCRUM MASTER AGILE COACH,100000.0,"VIENNA, VA",2016
GE HEALTHCARE IITS USA CORP,SCRUM MASTER AGILE COACH,100000.0,"GLEN ALLEN, VA",2016
INNOVATIVE SYSTEMS GROUP INC,SCRUM MASTER AGILE COACH,151840.0,"GLEN ELLYN, IL",2016
NORTHSTAR GROUP INC,SCRUM MASTER BUSINESS ANALYST,61000.0,"GAITHERSBURG, MD",2016
AKVARR INC,SCRUM MASTER BUSINESS ANALYST,63814.0,"GAITHERSBURG, MD",2016
RSR UNLIMITED INC,SCRUM MASTER BUSINESS ANALYST,65000.0,"MONTEREY PARK, CA",2016
HIGH TECH CONSULTING INC,SCRUM MASTER COMPUTER PROGRAMMER,56000.0,"HORSHAM, PA",2016
NEXT TECHNOLOGIES LLC,SCRUM MASTER CONSULTANT,72000.0,"SOUTHLAKE, TX",2016
ACMESOFT GLOBAL INC,SCRUM MASTER INFORMATION TECHNOLOGY PROJECT MANAGER,75000.0,"MIAMI, FL",2016
NIKE INC,SCRUM MASTER MANAGER,120000.0,"BEAVERTON, OR",2016
TECHSPACE SOLUTIONS INC,SCRUM MASTER PROGRAM MANAGER,89856.0,"MILPITAS, CA",2016
TT TECHNOLOGIES INC,SCRUM MASTER PROJECT MANAGEMENT,80000.0,"FRANKLIN, WI",2016
RENEE SYSTEMS INC,SCRUM MASTER PROJECT MANAGER,70000.0,"BOSTON, MA",2016
PAX INTERNATIONAL COMPANY INC,SCRUM MASTER PROJECT MANAGER,78950.0,"MCLEAN, VA",2016
WORLD FUEL SERVICES CORPORATION,SCRUM MASTER SFTWRE QLTY ASSURANCE ENGS TESTRS,115000.0,"MIAMI, FL",2016
WORLD FUEL SERVICES CORPORATION,SCRUM MASTER SFTWRE QLTY ASSURANCE ENGS TESTRS,120000.0,"MIAMI, FL",2016
TALENTLINK INC,SCRUM MASTER SOFTWARE DEVELOPER,80000.0,"WEST DES MOINES, IA",2016
DIGITAL TURBINE INC,SCRUM MASTER SOFTWARE DEVELOPER,85000.0,"DURHAM, NC",2016
OPAL SOFT INC,SCRUM MASTER TECHNICAL PROJECT MANAGER,128100.0,"SUNNYVALE, CA",2016
OPAL SOFT INC,SCRUM MASTER TECHNICAL PROJECT MANAGER,129000.0,"SUNNYVALE, CA",2016
ERP ANALYSTS INC,SCRUM MASTER-GUIDEWIRE,85000.0,"BALA CYNWYD, PA",2016
ADECCO GROUP NA/MODIS INC,SCRUM ANALYST,108000.0,"EDEN PRAIRIE, MN",2016
PHOTON INFOTECH INC,SCRUM DEVELOPER,83000.0,"COLUMBUS, OH",2016
ADECCO GROUP NA/MODIS INC,SCRUM MASTER,80000.0,"EDEN PRAIRIE, MN",2016
ADECCO GROUP NA/MODIS INC,SCRUM MASTER,80000.0,"EDEN PRAIRIE, MN",2016
ADECCO GROUP NA/MODIS INC,SCRUM MASTER,90000.0,"BASKING RIDGE, NJ",2016
FAST SWITCH LTD,SCRUM MASTER,100000.0,"SCOTTSDALE, AZ",2016
FAST SWITCH LTD,SCRUM MASTER,100000.0,"SCOTTSDALE, AZ",2016
FAST SWITCH LTD,SCRUM MASTER,100000.0,"SCOTTSDALE, AZ",2016
POPULUS GROUP LLC,SCRUM MASTER,106000.0,"CHARLOTTE, NC",2016
POPULUS GROUP LLC,SCRUM MASTER,106160.0,"BELLEVUE, WA",2016
AGASTI LLC,SCRUM MASTER,57000.0,"BOSTON, MA",2016
VDRIVEINFO INC,SCRUM MASTER,60000.0,"MEMPHIS, TN",2016
WIPRO LIMITED,SCRUM MASTER,60000.0,"JACKSONVILLE, FL",2016
IT SPIN INC,SCRUM MASTER,60850.0,"FRISCO, TX",2016
AVANT SYSTEMS INC,SCRUM MASTER,61000.0,"ROCHESTER, MN",2016
SHINEWELL TECHNOLOGIES INC,SCRUM MASTER,62754.0,"CHICAGO, IL",2016
ADBAKX LLC,SCRUM MASTER,65000.0,"EDISON, NJ",2016
ADBAKX LLC,SCRUM MASTER,65000.0,"EDEN PRAIRIE, MN",2016
NORVAX LLC,SCRUM MASTER,65000.0,"CHICAGO, IL",2016
RSR UNLIMITED INC,SCRUM MASTER,65000.0,"LOUISVILLE, KY",2016
RSR UNLIMITED INC,SCRUM MASTER,65000.0,"LOUISVILLE, KY",2016
ADBAKX LLC,SCRUM MASTER,65000.0,"EDEN PRAIRIE, MN",2016
RSR UNLIMITED INC,SCRUM MASTER,65000.0,"BOISE, ID",2016
ADBAKX LLC,SCRUM MASTER,65000.0,"EDEN PRAIRIE, MN",2016
SERVICENOW INC,SCRUM MASTER,65770.0,"SANTA CLARA, CA",2016
WIPRO LIMITED,SCRUM MASTER,68245.0,"RICHMOND, VA",2016
ADROIT ASSOCIATES INC,SCRUM MASTER,68500.0,"BELLEVUE, WA",2016
QUANT SYSTEMS INC,SCRUM MASTER,68827.0,"DALLAS, TX",2016
VDRIVEINFO INC,SCRUM MASTER,69000.0,"MEMPHIS, TN",2016
ADBAKX LLC,SCRUM MASTER,70000.0,"FRAMINGHAM, MA",2016
RSR UNLIMITED INC,SCRUM MASTER,70000.0,"FRAMINGHAM, MA",2016
RSR UNLIMITED INC,SCRUM MASTER,70000.0,"BELLEVUE, WA",2016
RSR UNLIMITED INC,SCRUM MASTER,70000.0,"FRAMINGHAM, MA",2016
TECSOURCE INTERNATIONAL LLC,SCRUM MASTER,70300.0,"CHANHASSEN, MN",2016
WIPRO LIMITED,SCRUM MASTER,71115.0,"WARRENVILLE, IL",2016
IBM INDIA PRIVATE LIMITED,SCRUM MASTER,71319.0,"MONROE, LA",2016
WIPRO LIMITED,SCRUM MASTER,71781.0,"PISCATAWAY, NJ",2016
WIPRO LIMITED,SCRUM MASTER,71781.0,"PISCATAWAY, NJ",2016
SAPERE LLP,SCRUM MASTER,72000.0,"LAKE OSWEGO, OR",2016
IBM INDIA PRIVATE LIMITED,SCRUM MASTER,73650.0,"PHOENIX, AZ",2016
ENTELLECTS CORPORATION,SCRUM MASTER,74500.0,"CHICAGO, IL",2016
IBM INDIA PRIVATE LIMITED,SCRUM MASTER,74825.0,"PHOENIX, AZ",2016
AGASTI LLC,SCRUM MASTER,75000.0,"BOSTON, MA",2016
TEKNOSYS INC,SCRUM MASTER,75000.0,"MORRISVILLE, NC",2016
I-LINK SOLUTIONS INC,SCRUM MASTER,75000.0,"DALLAS, TX",2016
VENSA TECHNOLOGIES INC,SCRUM MASTER,75000.0,"BOISE, ID",2016
IBM INDIA PRIVATE LIMITED,SCRUM MASTER,75795.0,"MIDDLETOWN, NJ",2016
IBM INDIA PRIVATE LIMITED,SCRUM MASTER,75795.0,"MIDDLETOWN, NJ",2016
WIPRO LIMITED,SCRUM MASTER,75878.0,"QUINCY, MA",2016
LOWE&#39;S COMPANIES INC,SCRUM MASTER,76490.0,"MOORESVILLE, NC",2016
SYNAPTEIN SOLUTIONS INC,SCRUM MASTER,76960.0,"STERLING, VA",2016
NUMANN TECHNOLOGIES INC,SCRUM MASTER,77210.0,"BENTON HARBOR, MI",2016
IBM INDIA PRIVATE LIMITED,SCRUM MASTER,77997.0,"PHOENIX, AZ",2016
WIPRO LIMITED,SCRUM MASTER,79498.0,"IRVING, TX",2016
CENTRAPRISE CORP,SCRUM MASTER,80000.0,"BOTHELL, WA",2016
CENTRAPRISE CORP,SCRUM MASTER,80000.0,"BOTHELL, WA",2016
EVEEAR TECHNOLOGIES INC,SCRUM MASTER,80000.0,"LAKE ELMO, MN",2016
ADAM INFORMATION TECHNOLOGIES LLC,SCRUM MASTER,80000.0,"WILMINGTON, DE",2016
ADAM INFORMATION TECHNOLOGIES LLC,SCRUM MASTER,80000.0,"WILMINGTON, DE",2016
ADAM INFORMATION TECHNOLOGIES LLC,SCRUM MASTER,80000.0,"WILMINGTON, DE",2016
CENTRAPRISE CORP,SCRUM MASTER,80000.0,"BOTHELL, WA",2016
SOFTSENSE SOLUTIONS LLC,SCRUM MASTER,80000.0,"INDIANAPOLIS, IN",2016
EVEEAR TECHNOLOGIES INC,SCRUM MASTER,80000.0,"LAKE ELMO, MN",2016
AKT LLC,SCRUM MASTER,80662.0,"EL SEGUNDO, CA",2016
EVEEAR TECHNOLOGIES INC,SCRUM MASTER,81000.0,"LAKE ELMO, MN",2016
EVEEAR TECHNOLOGIES INC,SCRUM MASTER,81000.0,"LAKE ELMO, MN",2016
SIM INFOTECH INC,SCRUM MASTER,84000.0,"BENTONVILLE, AR",2016
ADVANCED KNOWLEDGE TECH LLC,SCRUM MASTER,85000.0,"MIAMI, FL",2016
PHOTON INFOTECH INC,SCRUM MASTER,85000.0,"COLUMBUS, OH",2016
BAYLOR MIRACA GENETICS LABORATORIES LLC,SCRUM MASTER,85000.0,"HOUSTON, TX",2016
FLEET LOGISTICS INC,SCRUM MASTER,88400.0,"PORTLAND, OR",2016
IBM INDIA PRIVATE LIMITED,SCRUM MASTER,89901.0,"ARMONK, NY",2016
RENEE SYSTEMS INC,SCRUM MASTER,90000.0,"NEW YORK, NY",2016
MR INFO TECH LLC,SCRUM MASTER,91666.0,"DULUTH, GA",2016
WIPRO LIMITED,SCRUM MASTER,92290.0,"SAN JOSE, CA",2016
WIPRO LIMITED,SCRUM MASTER,92290.0,"SAN JOSE, CA",2016
WIPRO LIMITED,SCRUM MASTER,92290.0,"SAN JOSE, CA",2016
NUMANN TECHNOLOGIES INC,SCRUM MASTER,92706.0,"BENTON HARBOR, MI",2016
ENVOY GROUP LLC,SCRUM MASTER,93000.0,"IRVINE, CA",2016
TEXAS NICUSA LLC,SCRUM MASTER,95000.0,"AUSTIN, TX",2016
TEXAS NICUSA LLC,SCRUM MASTER,95000.0,"AUSTIN, TX",2016
IBM INDIA PRIVATE LIMITED,SCRUM MASTER,96954.0,"ATLANTA, GA",2016
CAPITAL ONE SERVICES II LLC,SCRUM MASTER,104000.0,"PLANO, TX",2016
IBM INDIA PRIVATE LIMITED,SCRUM MASTER,104915.0,"CARY, NC",2016
JPMORGAN CHASE &amp; CO,SCRUM MASTER,110000.0,"DALLAS, TX",2016
JPMORGAN CHASE &amp; CO,SCRUM MASTER,110000.0,"DALLAS, TX",2016
PRODAPT NORTH AMERICA,SCRUM MASTER,110000.0,"CHARLOTTE, NC",2016
NISUM TECHNOLOGIES INC,SCRUM MASTER,112000.0,"SAN FRANCISCO, CA",2016
FITBIT INC,SCRUM MASTER,114795.0,"SAN FRANCISCO, CA",2016
CISCO SYSTEMS INC,SCRUM MASTER,114878.0,"SAN JOSE, CA",2016
REMEDY BPCI PARTNERS LLC,SCRUM MASTER,115000.0,"NEW YORK, NY",2016
NISUM TECHNOLOGIES INC,SCRUM MASTER,115000.0,"SAN FRANCISCO, CA",2016
OCEANX LLC,SCRUM MASTER,115000.0,"EL SEGUNDO, CA",2016
XTIME INC,SCRUM MASTER,122400.0,"REDWOOD CITY, CA",2016
XTIME INC,SCRUM MASTER,122400.0,"REDWOOD CITY, CA",2016
SEI INVESTMENTS COMPANY,SCRUM MASTER,125000.0,"MALVERN, PA",2016
RFID GLOBAL SOLUTION INC,SCRUM MASTER,127379.0,"RESTON, VA",2016
SEI INVESTMENTS COMPANY,SCRUM MASTER,128000.0,"OAKS, PA",2016
DEALER DOT COM INC,SCRUM MASTER,135000.0,"EDISON, NJ",2016
REMEDY BPCI PARTNERS LLC,SCRUM MASTER,135000.0,"NEW YORK, NY",2016
PHILIPS ELECTRONICS NORTH AMERICA CORPORATION,SCRUM MASTER,140000.0,"FOSTER CITY, CA",2016
BLOOMBERG LP,SCRUM MASTER,215000.0,"NEW YORK, NY",2016
PROWESSOFT INC,SCRUM MASTER  PROJECT MANAGER,65000.0,"DUBLIN, OH",2016
PROWESSOFT INC,SCRUM MASTER  PROJECT MANAGER,65000.0,"MANHATTAN, NY",2016
INNOVATIVE SYSTEMS GROUP INC,SCRUM MASTER AGILE COACH,120000.0,"HOUSTON, TX",2016
ENEXUS GLOBAL INC,SCRUM MASTER AGILE COACH,80000.0,"AUSTIN, TX",2016
SYNAPTEIN SOLUTIONS INC,SCRUM MASTER AGILE COACH,100000.0,"VIENNA, VA",2016
GE HEALTHCARE IITS USA CORP,SCRUM MASTER AGILE COACH,100000.0,"GLEN ALLEN, VA",2016
INNOVATIVE SYSTEMS GROUP INC,SCRUM MASTER AGILE COACH,151840.0,"GLEN ELLYN, IL",2016
NORTHSTAR GROUP INC,SCRUM MASTER BUSINESS ANALYST,61000.0,"GAITHERSBURG, MD",2016
AKVARR INC,SCRUM MASTER BUSINESS ANALYST,63814.0,"GAITHERSBURG, MD",2016
RSR UNLIMITED INC,SCRUM MASTER BUSINESS ANALYST,65000.0,"MONTEREY PARK, CA",2016
HIGH TECH CONSULTING INC,SCRUM MASTER COMPUTER PROGRAMMER,56000.0,"HORSHAM, PA",2016
NEXT TECHNOLOGIES LLC,SCRUM MASTER CONSULTANT,72000.0,"SOUTHLAKE, TX",2016
ACMESOFT GLOBAL INC,SCRUM MASTER INFORMATION TECHNOLOGY PROJECT MANAGER,75000.0,"MIAMI, FL",2016
NIKE INC,SCRUM MASTER MANAGER,120000.0,"BEAVERTON, OR",2016
TECHSPACE SOLUTIONS INC,SCRUM MASTER PROGRAM MANAGER,89856.0,"MILPITAS, CA",2016
TT TECHNOLOGIES INC,SCRUM MASTER PROJECT MANAGEMENT,80000.0,"FRANKLIN, WI",2016
RENEE SYSTEMS INC,SCRUM MASTER PROJECT MANAGER,70000.0,"BOSTON, MA",2016
PAX INTERNATIONAL COMPANY INC,SCRUM MASTER PROJECT MANAGER,78950.0,"MCLEAN, VA",2016
WORLD FUEL SERVICES CORPORATION,SCRUM MASTER SFTWRE QLTY ASSURANCE ENGS TESTRS,115000.0,"MIAMI, FL",2016
WORLD FUEL SERVICES CORPORATION,SCRUM MASTER SFTWRE QLTY ASSURANCE ENGS TESTRS,120000.0,"MIAMI, FL",2016
TALENTLINK INC,SCRUM MASTER SOFTWARE DEVELOPER,80000.0,"WEST DES MOINES, IA",2016
DIGITAL TURBINE INC,SCRUM MASTER SOFTWARE DEVELOPER,85000.0,"DURHAM, NC",2016
OPAL SOFT INC,SCRUM MASTER TECHNICAL PROJECT MANAGER,128100.0,"SUNNYVALE, CA",2016
OPAL SOFT INC,SCRUM MASTER TECHNICAL PROJECT MANAGER,129000.0,"SUNNYVALE, CA",2016
ERP ANALYSTS INC,SCRUM MASTER-GUIDEWIRE,85000.0,"BALA CYNWYD, PA",2016
SLALOM LLC,AGILE PRACTITIONER,105000.0,"NEW BRUNSWICK, NJ",2016
SLALOM LLC,AGILE PRACTITIONER,105000.0,"NEW YORK, NY",2016
HIGHLAND GROUP INC,AGILE PRODUCT OWNER,120000.0,"CHICAGO, IL",2016
HIGHLAND GROUP INC,AGILE PRODUCT OWNER,120000.0,"CHICAGO, IL",2016
DEALERTRACK INC,AGILE PROGRAM MANAGER,140000.0,"LAKE SUCCESS, NY",2016
CARNEGIE FOUNDATION FOR THE ADVANCEMENT OF TEACHING,AGILE PROJECT MANAGER,85000.0,"STANFORD, CA",2016
ENEXUS GLOBAL INC,AGILE PROJECT MANAGER,87000.0,"PLEASANTON, CA",2016
ORCHID SOLUTIONS INC,AGILE PROJECT MANAGER,90000.0,"CYPRESS, CA",2016
ORCHID SOLUTIONS INC,AGILE PROJECT MANAGER,90000.0,"CYPRESS, CA",2016
ADP TECHNOLOGY SERVICES INC,AGILE PROJECT MANAGER,111405.0,"NEW YORK, NY",2016
APPDYNAMICS INC,AGILE PROJECT MANAGER,125000.0,"SAN FRANCISCO, CA",2016
WAL-MART ASSOCIATES INC,AGILE PROJECT MANAGER,145000.0,"SUNNYVALE, CA",2016
LAB49 INC,AGILE PROJECT MANAGER,180000.0,"WASHINGTON D.C., DC",2016
BLUE CROSS BLUE SHIELD OF NEBRASKA,AGILE PROJECT MANAGER II,85000.0,"OMAHA, NE",2016
ADROIT ASSOCIATES INC,AGILE PROJECT MANAGER SCRUM MASTER,61000.0,"HARTFORD, CT",2016
ADROIT ASSOCIATES INC,AGILE PROJECT MANAGER SCRUM MASTER,68500.0,"MEMPHIS, TN",2016
HIH INC,AGILE PROJECT MANAGER SCRUM MASTER,93120.0,"JACKSONVILLE, FL",2016
